img_id,pedestrian_id,bbox,keypoints,target
438,745,"[112, 22, 313, 770]","[0.5563864907359635, 0.11858828714359868, 2, 0.610002517695861, 0.08886842332108168, 2, 0.512518832314229, 0.0941519546673069, 2, 0.684740009821779, 0.09613327892214138, 2, 0.4735253581615762, 0.10603990019631374, 2, 0.8434504792332268, 0.22597402597402597, 2, 0.4792332268370607, 0.2077922077922078, 2, 0.9137380191693291, 0.38831168831168833, 2, 0.36741214057507987, 0.34935064935064936, 1, 0.805111821086262, 0.512987012987013, 2, 0.14376996805111822, 0.36883116883116884, 1, 0.6964856230031949, 0.5285714285714286, 2, 0.4728434504792332, 0.5272727272727272, 2, 0.7348242811501597, 0.7246753246753247, 2, 0.5207667731629393, 0.6987012987012987, 2]","[0.6661341853035143, 0.8701298701298701]"
439,746,"[188, 59, 416, 853]","[0.5320326293240591, 0.11198959759906195, 2, 0.5585527583906263, 0.09936392570269144, 2, 0, 0, 0, 0.6589503898569161, 0.11814846193875486, 2, 0, 0, 0, 0.6442307692307693, 0.21336459554513482, 2, 0.8197115384615384, 0.20164126611957797, 2, 0.40625, 0.2989449003516999, 2, 0.7235576923076923, 0.34232121922626024, 2, 0.16826923076923078, 0.25205158264947247, 2, 0.46875, 0.33177022274325907, 2, 0.7451923076923077, 0.5029308323563892, 2, 0.7091346153846154, 0.5041031652989449, 2, 0.7956730769230769, 0.7256740914419695, 2, 0.5865384615384616, 0.7033997655334114, 2]","[0.765625, 0.9384525205158265]"
443,753,"[148, 14, 561, 606]","[0.8419120260276026, 0.16395643285840053, 2, 0, 0, 0, 0.8212569553866533, 0.1431724347425078, 2, 0, 0, 0, 0.7354935098992339, 0.1415097148932364, 2, 0.714795008912656, 0.22112211221122113, 2, 0.6042780748663101, 0.17656765676567657, 2, 0.7254901960784313, 0.26567656765676567, 2, 0.661319073083779, 0.40924092409240925, 2, 0.7914438502673797, 0.41254125412541254, 2, 0.8467023172905526, 0.533003300330033, 2, 0.46702317290552586, 0.38283828382838286, 2, 0.3244206773618538, 0.35313531353135313, 2, 0.5846702317290553, 0.570957095709571, 1, 0.3333333333333333, 0.6336633663366337, 2]","[0.25044563279857396, 0.8333333333333333]"
443,754,"[27, 150, 698, 447]","[0.8979132054820419, 0.18546718751690727, 2, 0.924744387749717, 0.18119193635888392, 2, 0.8990083557786818, 0.13159902292581294, 2, 0, 0, 0, 0.8584877948030094, 0.08457126018755598, 2, 0.828080229226361, 0.36017897091722595, 1, 0.7521489971346705, 0.07158836689038031, 1, 0.6819484240687679, 0.47874720357941836, 2, 0.6776504297994269, -0.17002237136465326, 2, 0.5487106017191977, 0.5659955257270693, 2, 0.7936962750716332, -0.0044742729306487695, 1, 0.6461318051575932, 0.5973154362416108, 2, 0.5415472779369628, 0.4228187919463087, 2, 0.5186246418338109, 0.9642058165548099, 2, 0.3037249283667622, 0.7002237136465325, 2]","[0.3510028653295129, 0.8657718120805369]"
444,755,"[128, 112, 311, 368]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4206808057654204, 0.12545773652248748, 2, 0, 0, 0, 0.37942122186495175, 0.1875, 2, 0.6109324758842444, 0.1956521739130435, 2, 0.22508038585209003, 0.3016304347826087, 2, 0.7942122186495176, 0.32608695652173914, 2, 0.09646302250803858, 0.375, 2, 0.9228295819935691, 0.42934782608695654, 2, 0.3729903536977492, 0.5461956521739131, 2, 0.5755627009646302, 0.5543478260869565, 2, 0.21864951768488747, 0.6358695652173914, 2, 0.6720257234726688, 0.6711956521739131, 2]","[0.47266881028938906, 0.8817934782608696]"
444,756,"[27, 78, 335, 397]","[0.450452446395819, 0.17137469005924824, 2, 0.46581669532531406, 0.14131993931956174, 2, 0.4183271986341477, 0.14073063048152862, 2, 0.5251785661892721, 0.11539035044610668, 2, 0, 0, 0, 0.6268656716417911, 0.20654911838790932, 2, 0.3701492537313433, 0.19395465994962216, 2, 0.6925373134328359, 0.36272040302267, 1, 0.2626865671641791, 0.24937027707808565, 2, 0.6686567164179105, 0.4357682619647355, 1, 0.08955223880597014, 0.24937027707808565, 2, 0.6417910447761194, 0.5415617128463476, 1, 0.5074626865671642, 0.5717884130982368, 2, 0.746268656716418, 0.7204030226700252, 2, 0.6328358208955224, 0.7657430730478589, 2]","[0.8686567164179104, 0.8929471032745592]"
446,758,"[96, 14, 435, 953]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.58865231920681, 0.10026651924650883, 2, 0.271264367816092, 0.18363064008394545, 2, 0.6298850574712643, 0.18572927597061908, 2, 0.05747126436781609, 0.3273871983210913, 2, 0.7103448275862069, 0.36621196222455404, 2, 0.31724137931034485, 0.3179433368310598, 2, 0.6045977011494252, 0.2938090241343127, 2, 0.3195402298850575, 0.4963273871983211, 2, 0.5540229885057472, 0.4963273871983211, 2, 0.33793103448275863, 0.6967471143756558, 2, 0.7149425287356321, 0.6904512067156349, 2]","[0.5689655172413793, 0.9202518363064008]"
446,759,"[235, 34, 346, 940]","[0.47481870536468923, 0.08174084380725648, 2, 0.532748469720751, 0.06996237864922761, 2, 0.45550878391266864, 0.06813468577987829, 2, 0.6568836790551693, 0.08925469227013695, 2, 0, 0, 0, 0.7774566473988439, 0.1819148936170213, 2, 0.2543352601156069, 0.17872340425531916, 1, 0.9132947976878613, 0.28297872340425534, 2, 0.04046242774566474, 0.16276595744680852, 1, 0.8063583815028902, 0.2074468085106383, 2, 0.0953757225433526, 0.08936170212765958, 2, 0.684971098265896, 0.49148936170212765, 2, 0.40173410404624277, 0.48936170212765956, 1, 0.7398843930635838, 0.7031914893617022, 2, 0.35260115606936415, 0.6882978723404255, 2]","[0.6257225433526011, 0.8882978723404256]"
447,760,"[49, 188, 491, 374]","[0.20402712927094485, 0.35267806925879985, 2, 0.2401302798297827, 0.29820637107147524, 2, 0.17142652316930773, 0.29502296013844975, 2, 0.29697927063511687, 0.28476530268759, 2, 0, 0, 0, 0.3788187372708758, 0.39037433155080214, 1, 0.05295315682281059, 0.4572192513368984, 2, 0.6435845213849287, 0.5909090909090909, 1, 0.08961303462321792, 0.7272727272727273, 2, 0.8615071283095723, 0.7754010695187166, 2, 0.15274949083503056, 0.8556149732620321, 2, 0.37678207739307534, 0.7245989304812834, 2, 0.22606924643584522, 0.7994652406417112, 2, 0.45010183299389, 0.6283422459893048, 2, 0.5274949083503055, 0.6256684491978609, 2]","[0.39613034623217924, 0.7245989304812834]"
448,761,"[388, 121, 258, 515]","[0.6088387952640267, 0.11753667428274324, 2, 0.6163602585990535, 0.10804681072648957, 2, 0.5648243061183156, 0.11725756064873578, 2, 0, 0, 0, 0.5038168812897661, 0.15424011715472427, 2, 0.7441860465116279, 0.22524271844660193, 2, 0.4418604651162791, 0.24271844660194175, 2, 0.9224806201550387, 0.14563106796116504, 2, 0.36046511627906974, 0.3320388349514563, 1, 0.6976744186046512, 0.14563106796116504, 2, 0.14728682170542637, 0.36310679611650487, 1, 0.7093023255813954, 0.47184466019417476, 2, 0.5232558139534884, 0.47184466019417476, 2, 0.6782945736434108, 0.6970873786407767, 2, 0.5465116279069767, 0.6776699029126214, 2]","[0.6162790697674418, 0.879611650485437]"
449,762,"[58, 79, 222, 687]","[0.7173424735192153, 0.12642598749254746, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8468468468468469, 0.23580786026200873, 2, 0.19369369369369369, 0.22998544395924309, 2, 0.8873873873873874, 0.40756914119359533, 2, 0.12612612612612611, 0.40756914119359533, 2, 0.6216216216216216, 0.4570596797671033, 2, 0.5720720720720721, 0.4104803493449782, 2, 0.6756756756756757, 0.5662299854439592, 2, 0.3333333333333333, 0.5647743813682679, 2, 0.6621621621621622, 0.7510917030567685, 2, 0.33783783783783783, 0.7540029112081513, 2]","[0.48873873873873874, 0.8951965065502183]"
449,763,"[55, 35, 375, 690]","[0.6580700163907832, 0.1730651977252931, 2, 0.7109581651664979, 0.14542716011256596, 2, 0.6255234632980357, 0.14247910276720838, 2, 0.7848659628146121, 0.13031836621760845, 2, 0, 0, 0, 0.904, 0.2579710144927536, 2, 0.512, 0.24057971014492754, 1, 0.9226666666666666, 0.4246376811594203, 2, 0.3893333333333333, 0.3869565217391304, 1, 0.8346666666666667, 0.5072463768115942, 2, 0.112, 0.3710144927536232, 2, 0.8053333333333333, 0.5985507246376811, 2, 0.5706666666666667, 0.5840579710144927, 2, 0.8266666666666667, 0.7695652173913043, 2, 0.5866666666666667, 0.7710144927536232, 2]","[0.72, 0.9188405797101449]"
450,764,"[130, 86, 388, 577]","[0.40537881821425836, 0.11959128071071574, 2, 0.44770280436728144, 0.09206391499730258, 2, 0.3817883997027374, 0.09672957020296588, 2, 0.5080665223232321, 0.10652744613485865, 2, 0.34640277193545593, 0.11352592894335353, 2, 0.615979381443299, 0.1611785095320624, 2, 0.2860824742268041, 0.21317157712305027, 2, 0.8067010309278351, 0.16464471403812825, 2, 0.07989690721649484, 0.29462738301559793, 2, 0.8969072164948454, 0.29809358752166376, 2, 0.06958762886597938, 0.41074523396880414, 2, 0.5824742268041238, 0.5233968804159446, 2, 0.4072164948453608, 0.5251299826689775, 2, 0.8788659793814433, 0.6412478336221837, 2, 0.5128865979381443, 0.6221837088388215, 2]","[0.6185567010309279, 0.9029462738301559]"
450,765,"[4, 49, 400, 611]","[0.4849771847761811, 0.12223407268262088, 2, 0.5144433272459763, 0.09835067453081121, 2, 0.4618252156927707, 0.10478082018706764, 2, 0.5789882107512418, 0.10524011630537167, 2, 0.4323590732229755, 0.11901899985449263, 2, 0.69, 0.18003273322422259, 1, 0.3675, 0.24713584288052373, 2, 0.95, 0.25368248772504093, 1, 0.345, 0.4288052373158756, 2, 0.9, 0.32569558101472995, 2, 0.515, 0.36661211129296234, 2, 0.645, 0.5613747954173486, 1, 0.465, 0.5597381342062193, 2, 0.68, 0.79050736497545, 2, 0.26, 0.7594108019639935, 2]","[0.5325, 0.8780687397708675]"
451,766,"[145, 159, 470, 642]","[0.6608355790222633, 0.13676232893250165, 2, 0.669573950776546, 0.11446334199923223, 2, 0.6366178058746802, 0.11848447079047753, 2, 0, 0, 0, 0.5492340883318544, 0.11135610611508817, 2, 0.6170212765957447, 0.19158878504672897, 2, 0.5042553191489362, 0.2118380062305296, 2, 0.6361702127659574, 0.22585669781931464, 2, 0.6340425531914894, 0.26947040498442365, 2, 0.7042553191489361, 0.2538940809968847, 2, 0.8212765957446808, 0.19781931464174454, 2, 0.7191489361702128, 0.49065420560747663, 2, 0.5425531914893617, 0.5264797507788161, 2, 0.9361702127659575, 0.557632398753894, 2, 0.35319148936170214, 0.6993769470404985, 2]","[0.4351063829787234, 0.8200934579439252]"
452,767,"[262, 182, 241, 238]","[0.6543216640231492, 0.9008470703083277, 2, 0.6883474140633823, 0.9400000771823541, 2, 0.6981427057416313, 0.8794434265505262, 2, 0.6759546688028955, 0.989639014624003, 2, 0, 0, 0, 0.5186721991701245, 0.9453781512605042, 2, 0.5518672199170125, 0.8613445378151261, 2, 0.4190871369294606, 0.8487394957983193, 2, 0.8464730290456431, 0.8781512605042017, 2, 0.3278008298755187, 0.7310924369747899, 2, 0.9004149377593361, 0.6974789915966386, 2, 0.14522821576763487, 0.8487394957983193, 2, 0.2821576763485477, 0.8025210084033614, 2, 0.21991701244813278, 0.5042016806722689, 2, 0.2572614107883817, 0.5, 2]","[0.08713692946058091, 0.23529411764705882]"
454,770,"[72, 25, 521, 735]","[0.4116381416963611, 0.10955118837307942, 2, 0.4643402065504152, 0.09294784700409246, 2, 0.42015564712731934, 0.08615557098950688, 2, 0.562291519006435, 0.13143741108674406, 2, 0, 0, 0, 0.6353166986564299, 0.28435374149659864, 2, 0.32053742802303264, 0.24081632653061225, 1, 0.6525911708253359, 0.47210884353741495, 2, 0.31285988483685223, 0.38639455782312926, 1, 0.6487523992322457, 0.6299319727891156, 2, 0.3857965451055662, 0.5006802721088436, 1, 0.5758157389635317, 0.5741496598639456, 1, 0.42034548944337813, 0.5945578231292517, 1, 0.9136276391554703, 0.7333333333333333, 2, 0.6756238003838771, 0.6693877551020408, 2]","[0.5268714011516314, 0.8605442176870748]"
455,771,"[163, 250, 504, 377]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28960767770692497, 0.17701773792104203, 2, 0, 0, 0, 0.2976190476190476, 0.27851458885941643, 2, 0.5158730158730159, 0.14058355437665782, 2, 0.23015873015873015, 0.5517241379310345, 2, 0.6964285714285714, 0.16180371352785147, 2, 0.15674603174603174, 0.7480106100795756, 2, 0.8055555555555556, 0.27055702917771884, 2, 0.3968253968253968, 0.7374005305039788, 2, 0.5952380952380952, 0.7029177718832891, 2, 0.24801587301587302, 0.5702917771883289, 2, 0.7321428571428571, 0.7612732095490716, 2]","[0.6398809523809523, 0.9350132625994695]"
456,772,"[103, 110, 541, 634]","[0.6900772307967026, 0.14169881669822168, 2, 0, 0, 0, 0.6804804417641817, 0.12532070039981863, 2, 0, 0, 0, 0.6121033199074706, 0.1099662163700657, 2, 0.5933456561922366, 0.17350157728706625, 2, 0.4011090573012939, 0.2192429022082019, 2, 0.6451016635859519, 0.1750788643533123, 2, 0.24584103512014788, 0.2823343848580442, 2, 0.6635859519408502, 0.167192429022082, 2, 0.10166358595194085, 0.3501577287066246, 2, 0.7208872458410351, 0.444794952681388, 2, 0.6617375231053605, 0.5063091482649842, 2, 0.8558225508317929, 0.5662460567823344, 2, 0.800369685767098, 0.6561514195583596, 2]","[0.7578558225508318, 0.8485804416403786]"
459,776,"[525, 36, 338, 801]","[0.7516860070159108, 0.16909679665570607, 2, 0.8136403275028956, 0.14609093762243675, 2, 0.726904278821117, 0.1392937519989708, 2, 0.8879855120872774, 0.14818237935273396, 2, 0.6612326991049131, 0.1277908224823361, 2, 0.8727810650887574, 0.27340823970037453, 2, 0.4349112426035503, 0.21722846441947566, 2, 0.9053254437869822, 0.3982521847690387, 2, 0.23372781065088757, 0.32209737827715357, 1, 0.9260355029585798, 0.4606741573033708, 2, -0.05325443786982249, 0.24968789013732834, 1, 0.6301775147928994, 0.5280898876404494, 2, 0.38461538461538464, 0.5181023720349563, 2, 0.893491124260355, 0.7253433208489388, 2, 0.5325443786982249, 0.7290886392009988, 2]","[0.5502958579881657, 0.9307116104868913]"
460,777,"[67, 197, 344, 764]","[0.5634260650034328, 0.1734857450582955, 2, 0.6454843117229289, 0.15226825842531405, 2, 0.5033041812683566, 0.14422024625418317, 2, 0.7437917162086617, 0.1687301015026273, 2, 0.4269331397670435, 0.13836714649336065, 2, 0.8313953488372093, 0.3010471204188482, 2, 0.3372093023255814, 0.2801047120418848, 2, 0.8953488372093024, 0.43848167539267013, 2, 0.2238372093023256, 0.39528795811518325, 2, 0.8982558139534884, 0.5170157068062827, 2, 0.2005813953488372, 0.4738219895287958, 2, 0.6976744186046512, 0.5929319371727748, 2, 0.43023255813953487, 0.5929319371727748, 2, 0.7732558139534884, 0.7722513089005235, 2, 0.39244186046511625, 0.7526178010471204, 2]","[0.5494186046511628, 0.9018324607329843]"
462,780,"[32, 196, 417, 554]","[0.44656759179324973, 0.1489415561784067, 2, 0, 0, 0, 0.460850186110403, 0.11944627357926456, 2, 0, 0, 0, 0.41507264022209106, 0.08085431503833101, 2, 0.20863309352517986, 0.11371841155234658, 2, 0.3381294964028777, 0.14259927797833935, 2, 0.22062350119904076, 0.30685920577617326, 2, 0.28776978417266186, 0.33393501805054154, 2, 0.43884892086330934, 0.3267148014440433, 2, 0.49160671462829736, 0.388086642599278, 2, 0.14628297362110312, 0.4711191335740072, 2, 0.1750599520383693, 0.4584837545126354, 2, 0.35251798561151076, 0.6678700361010831, 2, 0.4892086330935252, 0.5740072202166066, 2]","[0.6534772182254196, 0.8104693140794224]"
462,781,"[103, 135, 245, 608]","[0, 0, 0, 0.37477889618813043, 0.09888207816206, 2, 0.2818510146854323, 0.10596650725065923, 2, 0, 0, 0, 0.1675748360807629, 0.11811124283111497, 2, 0.6326530612244898, 0.18092105263157895, 2, 0.11836734693877551, 0.20230263157894737, 1, 0.9224489795918367, 0.2582236842105263, 2, 0.053061224489795916, 0.3157894736842105, 1, 0.7142857142857143, 0.34210526315789475, 2, 0.20408163265306123, 0.375, 1, 0.5755102040816327, 0.5016447368421053, 2, 0.23265306122448978, 0.4967105263157895, 1, 0.6816326530612244, 0.7450657894736842, 2, 0.1346938775510204, 0.7039473684210527, 2]","[0.4755102040816327, 0.9169407894736842]"
463,782,"[165, 96, 238, 704]","[0.5586632077638832, 0.09850505668497717, 2, 0.6046346239387226, 0.07876985277153592, 2, 0.4900709360109479, 0.08099006321179808, 2, 0.6593625003373412, 0.08543048409232235, 2, 0.39229046351208263, 0.0878973845815025, 2, 0.7815126050420168, 0.20170454545454544, 2, 0.23109243697478993, 0.203125, 2, 0.8907563025210085, 0.32670454545454547, 2, 0.13025210084033614, 0.3409090909090909, 2, 0.773109243697479, 0.3934659090909091, 2, 0.08403361344537816, 0.4744318181818182, 2, 0.6428571428571429, 0.4758522727272727, 2, 0.3277310924369748, 0.48295454545454547, 2, 0.6512605042016807, 0.7017045454545454, 2, 0.42857142857142855, 0.7130681818181818, 2]","[0.5756302521008403, 0.9048295454545454]"
463,783,"[100, 30, 319, 726]","[0.5772080095654885, 0.09842916352969597, 2, 0.579758372398496, 0.08730134960336904, 2, 0.5317091683919035, 0.08508956084751002, 2, 0, 0, 0, 0.3960039290654726, 0.10138449010394857, 2, 0.6677115987460815, 0.20523415977961432, 1, 0.19435736677115986, 0.20523415977961432, 2, 0.7523510971786834, 0.3746556473829201, 1, 0.09090909090909091, 0.36363636363636365, 2, 0.8683385579937304, 0.2796143250688705, 2, 0.1755485893416928, 0.3622589531680441, 2, 0.5705329153605015, 0.5330578512396694, 1, 0.329153605015674, 0.5330578512396694, 1, 0.5705329153605015, 0.7258953168044077, 1, 0.36990595611285265, 0.7341597796143251, 2]","[0.5, 0.9146005509641874]"
464,785,"[106, 12, 331, 858]","[0.5604147947682833, 0.12240767483123317, 2, 0.6177736060320317, 0.09955423581401916, 2, 0.5190412259878745, 0.09955423581401916, 2, 0.7052222854997138, 0.10535828381839096, 2, 0, 0, 0, 0.8217522658610272, 0.20862470862470864, 2, 0.36253776435045315, 0.21328671328671328, 2, 0.8640483383685801, 0.3706293706293706, 2, 0.31419939577039274, 0.3613053613053613, 2, 0.9305135951661632, 0.5011655011655012, 2, 0.17220543806646527, 0.5034965034965035, 2, 0.6555891238670695, 0.4836829836829837, 2, 0.4169184290030212, 0.4825174825174825, 2, 0.5981873111782477, 0.6853146853146853, 2, 0.459214501510574, 0.6864801864801865, 2]","[0.5453172205438066, 0.881118881118881]"
464,786,"[191, 76, 280, 690]","[0.548289293275694, 0.10594790517032535, 2, 0.6233390665885261, 0.08989730735253985, 2, 0.548289293275694, 0.08783953840154173, 2, 0.7384491918723971, 0.10368435932422738, 2, 0, 0, 0, 0.4142857142857143, 0.20434782608695654, 1, 0.8321428571428572, 0.21304347826086956, 2, 0.32857142857142857, 0.38115942028985506, 1, 0.875, 0.38115942028985506, 2, 0.425, 0.518840579710145, 1, 0.8785714285714286, 0.5391304347826087, 2, 0.45714285714285713, 0.5202898550724637, 1, 0.6107142857142858, 0.5318840579710145, 1, 0.3357142857142857, 0.7304347826086957, 1, 0.5285714285714286, 0.7347826086956522, 1]","[0.4178571428571428, 0.9152173913043478]"
465,787,"[110, 309, 532, 547]","[0.6253987800683071, 0.14890647546448332, 2, 0.6401463028187061, 0.11597044117650442, 2, 0.5939920186554204, 0.12340761020927381, 2, 0, 0, 0, 0.5528941102689529, 0.13118512216364614, 2, 0.6710526315789473, 0.22120658135283364, 2, 0.4755639097744361, 0.23583180987202926, 2, 0.7781954887218046, 0.25045703839122485, 2, 0.30639097744360905, 0.2595978062157221, 2, 0.9154135338345865, 0.2449725776965265, 2, 0.20300751879699247, 0.33638025594149906, 2, 0.43609022556390975, 0.4789762340036563, 2, 0.3308270676691729, 0.42778793418647165, 2, 0.27631578947368424, 0.6288848263254113, 2, 0.32894736842105265, 0.6398537477148081, 2]","[0.21052631578947367, 0.79981718464351]"
465,788,"[190, 151, 462, 594]","[0, 0, 0, 0.7618141699297202, 0.1389109327955159, 2, 0.7046282213670334, 0.12810320419903715, 2, 0, 0, 0, 0.647976720921755, 0.13433843223546718, 2, 0.8116883116883117, 0.28114478114478114, 2, 0.5497835497835498, 0.17003367003367004, 2, 0.8744588744588745, 0.38215488215488214, 2, 0.3787878787878788, 0.12626262626262627, 2, 0.9177489177489178, 0.4764309764309764, 1, 0.19047619047619047, 0.05723905723905724, 2, 0.6471861471861472, 0.49326599326599324, 1, 0.49783549783549785, 0.4511784511784512, 1, 0.4653679653679654, 0.6734006734006734, 2, 0.43506493506493504, 0.6531986531986532, 1]","[0.33658008658008653, 0.8392255892255893]"
466,789,"[0, 57, 390, 747]","[0.6202702446880974, 0.12174099170225626, 2, 0.6251622776233905, 0.10284084839401557, 2, 0.5855368108475166, 0.10156381168399933, 2, 0, 0, 0, 0.4676388171069538, 0.09722188686994405, 2, 0.6307692307692307, 0.214190093708166, 2, 0.258974358974359, 0.18875502008032127, 2, 0.7435897435897436, 0.3172690763052209, 1, 0, 0, 0, 0.8589743589743589, 0.38018741633199465, 1, 0, 0, 0, 0.617948717948718, 0.4926372155287818, 1, 0.4128205128205128, 0.4966532797858099, 2, 0.7461538461538462, 0.7081659973226239, 2, 0.28974358974358977, 0.7095046854082999, 2]","[0.5282051282051282, 0.9042838018741632]"
